20000 999387
9113 8664 42
9113 9334 48
9113 9341 90
9113 9576 9
9113 10379 56
9113 10833 49
9113 12072 74
9113 12270 81
9113 12525 88
9113 12997 47
9113 13036 92
9113 14217 29
9113 16512 51
9113 17073 82
9113 17114 76
9113 17417 31
9113 17797 21
9113 17852 73
9113 17870 78
9113 18181 93
9113 18612 76
9113 19274 32
9113 19553 44
9113 19643 81
9113 19953 61
9114 421 32
9114 528 60
9114 888 62
9114 1819 98
9114 2037 59
9114 2038 84
9114 3316 80
9114 3804 45
9114 3836 54
9114 3980 23
9114 4728 18
9114 5500 14
9114 5873 96
9114 6189 75
9114 8827 9
9114 9337 31
9114 9831 19
9114 10952 76
9114 12261 47
9114 12566 80
9114 12644 92
9114 13156 50
9114 14153 37
9114 14213 12
9114 14350 27
9114 14801 35
9114 14901 4
9114 16644 78
9114 16672 21
9114 16741 48
9114 16837 36
9114 17115 21
9114 17993 35
9114 18411 25
9114 19000 63
9114 19141 40
9114 19284 82
9115 15 40
9115 118 92
9115 134 93
9115 473 68
9115 1351 8
9115 1979 18
9115 2217 94
9115 2344 40
9115 2568 97
9115 2590 46
9115 2814 8
9115 3069 56
9115 3373 19
9115 3979 81
9115 4015 51
9115 4317 93
9115 4564 62
9115 5265 15
9115 5632 15
9115 6282 3
9115 6689 65
9115 6818 41
9115 7251 3
9115 7418 49
9115 8894 16
9115 8987 1
9115 9401 11
9115 9617 41
9115 10112 11
9115 10440 13
9115 10602 75
9115 10750 8
9115 10796 70
9115 10931 28
9115 11115 72
9115 11854 67
9115 12004 84
9115 12154 29
9115 12221 62
9115 13261 15
9115 13606 79
9115 13788 6
9115 14229 36
9115 14440 69
9115 14701 36
9115 14899 41
9115 15258 13
9115 15316 31
9115 15428 76
9115 16495 99
9115 16591 96
9115 16649 17
9115 16973 45
9115 17952 5
9115 18709 85
9115 19029 46
9115 19625 29
9115 19644 74
9116 594 49
9116 802 89
9116 1011 88
9116 1274 7
9116 1397 95
9116 1433 56
9116 1659 99
9116 1743 17
9116 2623 94
9116 3653 45
9116 4884 59
9116 5192 11
9116 5245 98
9116 5332 80
9116 5359 8
9116 6475 32
9116 6546 31
9116 7255 51
9116 7587 71
9116 7673 64
9116 8105 20
9116 8179 9
9116 8251 30
9116 8313 26
9116 8426 84
9116 8470 37
9116 8577 43
9116 8638 8
9116 8734 89
9116 8762 77
9116 9854 2
9116 10273 50
9116 10453 94
9116 11163 10
9116 11188 51
9116 12282 73
9116 12752 26
9116 12761 28
9116 12978 30
9116 13023 61
9116 13185 82
9116 13540 84
9116 13732 96
9116 15034 82
9116 16481 67
9116 17557 40
9116 17849 91
9116 17973 93
9116 17993 19
9116 18070 28
9116 18324 15
9116 18482 37
9116 18580 84
9116 19286 22
9116 19291 40
9117 40 9
9117 1053 54
9117 1422 69
9117 1711 37
9117 1767 95
9117 1981 71
9117 3289 11
9117 3325 7
9117 3997 78
9117 4399 49
9117 5129 67
9117 5582 44
9117 5724 22
9117 5868 45
9117 5943 84
9117 6082 65
9117 6165 20
9117 6260 6
9117 7027 26
9117 7122 9
9117 8596 16
9117 8928 56
9117 9964 49
9117 10356 88
9117 10357 87
9117 10581 90
9117 10784 33
9117 11039 8
9117 12598 60
9117 12876 85
9117 13453 76
9117 14704 0
9117 16330 11
9117 16452 68
9117 17058 41
9117 17691 12
9117 17707 75
9117 17919 97
9117 18172 22
9117 19375 48
9117 19695 21
9118 1916 91
9118 2362 94
9118 2847 88
9118 2867 61
9118 3058 41
9118 4841 73
9118 5245 21
9118 5377 68
9118 5667 65
9118 5777 66
9118 5818 19
9118 6048 56
9118 6353 83
9118 7653 42
9118 7680 77
9118 8087 40
9118 8175 88
9118 8325 37
9118 8384 70
9118 8422 67
9118 8567 26
9118 9285 67
9118 9606 70
9118 9665 42
9118 9702 5
9118 11959 97
9118 12241 89
9118 12405 77
9118 12590 27
9118 12766 22
9118 12884 83
9118 12943 0
9118 13707 76
9118 13808 57
9118 13887 86
9118 14112 14
9118 14352 23
9118 15051 4
9118 16131 75
9118 16199 86
9118 16304 17
9118 16529 18
9118 16560 99
9118 16985 93
9118 17325 98
9118 17342 49
9118 17592 90
9118 17872 87
9118 18323 85
9118 18791 41
9118 18978 32
9118 19329 39
9118 19385 47
9118 19586 14
9118 19996 22
9119 878 35
9119 1218 38
9119 1379 67
9119 2116 18
9119 2512 1
9119 3780 49
9119 3890 7
9119 3909 78
9119 4617 94
9119 5947 20
9119 5958 19
9119 6873 59
9119 7464 5
9119 7798 94
9119 8250 16
9119 8263 57
9119 8395 26
9119 9819 6
9119 9870 22
9119 10226 44
9119 11250 55
9119 11373 88
9119 11998 75
9119 12033 85
9119 12167 96
9119 12422 96
9119 13157 57
9119 13244 48
9119 13632 33
9119 13730 94
9119 13835 69
9119 14113 18
9119 14174 95
9119 14489 95
9119 14726 35
9119 15038 94
9119 16207 17
9119 16363 63
9119 17147 50
9119 17322 62
9119 17621 11
9119 18034 33
9119 18336 91
9119 18674 55
9119 18676 83
9119 18773 80
9120 127 3
9120 1069 58
9120 1369 58
9120 1568 47
9120 1915 50
9120 2016 31
9120 2500 71
9120 2719 21
9120 2787 92
9120 2924 60
9120 3140 16
9120 3363 45
9120 3441 74
9120 3685 65
9120 4010 12
9120 4435 3
9120 4470 34
9120 4869 -1
9120 5418 80
9120 6211 26
9120 6860 40
9120 7215 20
9120 7923 58
9120 8224 49
9120 8527 32
9120 8567 73
9120 8786 12
9120 9303 13
9120 9542 92
9120 9649 86
9120 9756 95
9120 9807 75
9120 10030 95
9120 10743 36
9120 11167 43
9120 11254 58
9120 11910 62
9120 12026 34
9120 12515 14
9120 13130 25
9120 13593 67
9120 13957 55
9120 14103 75
9120 14146 11
9120 14357 41
9120 14517 14
9120 14961 10
9120 15934 52
9120 16629 11
9120 16848 72
9120 17496 22
9120 17653 30
9120 18215 99
9120 18962 64
9120 19219 93
9120 19671 14
9120 19916 64
9121 180 70
9121 1133 44
9121 2369 9
9121 2896 97
9121 3445 86
9121 3623 99
9121 3673 95
9121 3876 30
9121 4032 63
9121 4207 20
9121 4487 92
9121 4534 10
9121 4609 94
9121 5293 71
9121 5788 64
9121 6035 93
9121 6061 1
9121 6117 44
9121 6144 80
9121 6563 25
9121 6957 80
9121 6986 65
9121 7566 69
9121 8844 56
9121 8888 36
9121 9319 12
9121 10596 53
9121 10724 12
9121 11443 66
9121 12363 82
9121 12380 8
9121 12479 69
9121 14055 66
9121 14261 28
9121 14741 24
9121 14879 60
9121 15019 17
9121 15159 31
9121 15818 19
9121 15855 98
9121 16114 54
9121 17898 68
9121 19052 1
9121 19385 79
9121 19448 44
9121 19757 85
9122 272 45
9122 303 66
9122 1168 46
9122 1307 46
9122 1395 39
9122 1733 45
9122 1752 59
9122 1957 87
9122 2243 76
9122 2670 63
9122 3063 81
9122 3095 83
9122 3730 46
9122 4121 87
9122 4199 6
9122 5044 15
9122 5971 52
9122 6066 94
9122 6209 3
9122 6360 0
9122 7359 20
9122 8536 20
9122 8604 68
9122 8745 66
9122 9133 21
9122 9181 1
9122 9932 17
9122 11248 51
9122 11587 55
9122 11672 15
9122 11677 33
9122 11822 63
9122 11864 44
9122 12101 56
9122 12145 79
9122 12436 65
9122 12921 67
9122 12992 30
9122 13036 81
9122 13113 69
9122 13385 11
9122 13435 88
9122 14348 89
9122 15573 19
9122 15865 27
9122 15934 92
9122 16364 84
9122 16545 92
9122 16811 90
9122 16927 60
9122 18869 61
9122 18930 41
9122 19052 68
9123 101 79
9123 357 59
9123 367 10
9123 730 31
9123 870 86
9123 2018 30
9123 2429 26
9123 2630 77
9123 3146 65
9123 3994 39
9123 4757 69
9123 4806 94
9123 5006 27
9123 5288 0
9123 5383 17
9123 5527 38
9123 5670 39
9123 5774 20
9123 5826 22
9123 6561 78
9123 7809 34
9123 8081 11
9123 8561 33
9123 9525 97
9123 10222 95
9123 10253 42
9123 10540 49
9123 10825 54
9123 11071 44
9123 11769 94
9123 12231 88
9123 12315 23
9123 12442 13
9123 12711 74
9123 13062 80
9123 13190 92
9123 13296 85
9123 13590 57
9123 13713 51
9123 13889 10
9123 14007 26
9123 14696 26
9123 15684 5
9123 16220 59
9123 16836 80
9123 16980 71
9123 17296 37
9123 17462 24
9123 17586 98
9123 17641 20
9123 17973 4
9123 18254 68
9123 18358 95
9123 18758 70
9123 19190 92
9123 19819 33
9123 19963 11
9124 400 29
9124 1379 100
9124 2602 82
9124 3285 98
9124 3475 38
9124 3535 95
9124 3632 76
9124 3672 7
9124 4755 95
9124 5063 21
9124 5365 98
9124 5417 77
9124 5518 50
9124 5927 76
9124 6109 67
9124 6234 42
9124 6286 37
9124 6393 46
9124 6727 28
9124 7163 66
9124 7927 88
9124 8075 98
9124 8527 42
9124 8990 92
9124 9253 41
9124 9433 54
9124 9791 77
9124 10009 68
9124 10241 95
9124 10600 37
9124 10980 64
9124 11154 68
9124 11332 59
9124 11425 95
9124 11925 74
9124 12994 23
9124 13003 41
9124 13012 97
9124 14978 89
9124 15130 84
9124 15680 56
9124 15696 73
9124 15952 97
9124 16146 93
9124 16550 16
9124 16932 44
9124 18047 5
9124 18078 43
9124 19775 58
9125 44 59
9125 559 58
9125 758 59
9125 975 78
9125 1019 15
9125 1262 52
9125 1440 96
9125 1770 62
9125 1925 10
9125 2346 48
9125 2710 13
9125 3256 56
9125 3464 26
9125 3810 68
9125 3939 13
9125 4647 59
9125 4905 13
9125 5559 71
9125 5601 14
9125 5753 56
9125 6584 1
9125 6863 33
9125 6963 95
9125 7393 81
9125 8102 84
9125 8628 91
9125 8695 16
9125 9010 64
9125 9288 3
9125 9525 84
9125 10805 85
9125 11120 71
9125 11174 31
9125 11211 91
9125 11248 55
9125 11410 82
9125 12344 46
9125 12539 37
9125 12837 96
9125 13159 7
9125 13469 1
9125 13985 62
9125 14225 44
9125 14818 2
9125 15475 84
9125 16014 56
9125 16506 36
9125 16715 2
9125 16779 28
9125 16896 28
9125 17149 62
9125 18076 1
9125 18099 14
9125 18439 17
9125 18538 40
9125 19897 39
9126 323 3
9126 768 39
9126 851 10
9126 2086 30
9126 2423 36
9126 2656 28
9126 2759 89
9126 3278 86
9126 3479 73
9126 3584 38
9126 3797 79
9126 4100 97
9126 4223 9
9126 4360 2
9126 4695 44
9126 4870 28
9126 5357 65
9126 5594 10
9126 5894 62
9126 6136 64
9126 6593 65
9126 7092 52
9126 7353 6
9126 7541 68
9126 8413 47
9126 9089 45
9126 9221 59
9126 11593 70
9126 11755 37
9126 12327 77
9126 12417 10
9126 12425 53
9126 12678 29
9126 14306 26
9126 15413 37
9126 15646 28
9126 15821 67
9126 16611 32
9126 17716 77
9126 17888 43
9126 18280 35
9126 19032 1
9126 19155 81
9126 19400 74
9127 124 92
9127 255 73
9127 450 63
9127 641 81
9127 651 43
9127 1688 56
9127 2070 58
9127 2098 28
9127 2236 10
9127 2485 23
9127 2755 60
9127 2870 38
9127 3447 79
9127 3848 47
9127 3942 56
9127 3984 70
9127 4098 73
9127 4198 67
9127 4579 5
9127 4587 33
9127 4602 23
9127 5784 9
9127 6207 80
9127 6358 26
9127 7491 27
9127 7960 32
9127 8888 25
9127 8944 31
9127 9150 30
9127 10381 79
9127 10703 23
9127 10893 4
9127 11527 0
9127 11667 57
9127 12355 89
9127 12700 94
9127 12713 86
9127 13057 59
9127 13426 41
9127 14126 65
9127 14270 63
9127 14396 19
9127 15139 46
9127 15190 55
9127 15579 86
9127 15946 45
9127 16108 86
9127 16645 13
9127 17238 75
9127 17486 3
9127 17825 32
9127 17986 80
9127 18008 17
9127 18112 83
9127 18155 7
9127 18213 86
9127 18393 99
9127 18530 97
9127 18850 75
9128 175 76
9128 1701 68
9128 1806 47
9128 3655 54
9128 3714 42
9128 4150 66
9128 5215 84
9128 5387 10
9128 6036 80
9128 6170 85
9128 7111 36
9128 7555 56
9128 8125 0
9128 8254 11
9128 8342 26
9128 8859 6
9128 9017 18
9128 10162 40
9128 10404 38
9128 11166 84
9128 11347 41
9128 11371 12
9128 11430 57
9128 11545 90
9128 11795 47
9128 12334 69
9128 12523 80
9128 13029 80
9128 13574 67
9128 14366 70
9128 14826 25
9128 15516 64
9128 15831 27
9128 15986 13
9128 16291 68
9128 16519 85
9128 16960 46
9128 18614 23
9128 18937 38
9128 18989 14
9128 19675 77
9129 668 42
9129 986 27
9129 1774 46
9129 2060 44
9129 2187 70
9129 2269 7
9129 2573 22
9129 3084 93
9129 4473 62
9129 4518 32
9129 4790 39
9129 5275 58
9129 5605 59
9129 6385 9
9129 6599 54
9129 7083 15
9129 7085 10
9129 7855 4
9129 8179 12
9129 8477 50
9129 8529 55
9129 8614 89
9129 9666 73
9129 10176 38
9129 10177 3
9129 10427 94
9129 11529 45
9129 11694 8
9129 11794 36
9129 11809 18
9129 12074 30
9129 12153 71
9129 12235 65
9129 12309 6
9129 13288 73
9129 13915 70
9129 14208 8
9129 14558 62
9129 14696 72
9129 14847 45
9129 14870 65
9129 15006 64
9129 15112 84
9129 15172 84
9129 15452 47
9129 15757 78
9129 16510 63
9129 17115 36
9129 17143 9
9129 17534 29
9129 17768 52
9129 17918 3
9129 18288 50
9129 18748 21
9129 19261 96
9129 19858 11
9130 186 10
9130 466 64
9130 981 30
9130 1410 80
9130 2079 21
9130 2462 46
9130 2779 44
9130 2988 37
9130 3380 31
9130 3989 77
9130 4354 8
9130 4923 37
9130 6386 93
9130 6973 89
9130 7163 90
9130 7190 10
9130 8053 26
9130 8865 34
9130 9376 23
9130 9635 17
9130 9810 63
9130 9836 80
9130 9865 13
9130 9937 70
9130 10457 82
9130 10496 76
9130 10586 28
9130 11283 17
9130 11601 50
9130 12028 52
9130 12214 87
9130 12374 94
9130 12382 39
9130 13163 92
9130 13586 48
9130 14284 69
9130 14335 28
9130 14722 32
9130 14859 46
9130 14968 80
9130 15059 83
9130 15343 87
9130 15501 24
9130 15659 37
9130 16269 76
9130 16648 14
9130 16880 96
9130 17200 82
9130 17689 40
9130 17732 43
9130 19233 81
9131 331 76
9131 1981 82
9131 2103 50
9131 2404 98
9131 2564 37
9131 2833 38
9131 3053 51
9131 3113 100
9131 3596 48
9131 3645 52
9131 4874 43
9131 5103 74
9131 5660 40
9131 5950 15
9131 6225 56
9131 6452 35
9131 8349 14
9131 9382 58
9131 9562 92
9131 9820 19
9131 10433 14
9131 10455 54
9131 11101 21
9131 11426 94
9131 11710 51
9131 11910 27
9131 12350 9
9131 12403 78
9131 12433 34
9131 13052 1
9131 13505 90
9131 13672 79
9131 13678 100
9131 13782 60
9131 14683 81
9131 15541 100
9131 15793 87
9131 16006 19
9131 16557 54
9131 16900 27
9131 17287 50
9131 17401 6
9131 19110 13
9131 19178 61
9131 19644 26
9131 19650 43
9132 1153 22
9132 1161 46
9132 1243 78
9132 1560 16
9132 2533 27
9132 2599 10
9132 2746 27
9132 2836 86
9132 3174 67
9132 3417 55
9132 3584 89
9132 3599 49
9132 5438 87
9132 5572 40
9132 7080 3
9132 7306 49
9132 7865 13
9132 8046 13
9132 8349 10
9132 8732 75
9132 9251 12
9132 9290 38
9132 9732 61
9132 9767 38
9132 10310 27
9132 10480 78
9132 11007 2
9132 11301 22
9132 11764 99
9132 12461 32
9132 12875 46
9132 12904 12
9132 14658 55
9132 15000 11
9132 15195 92
9132 15255 92
9132 16564 63
9132 16626 42
9132 16629 97
9132 16889 0
9132 16916 99
9132 17178 74
9132 17389 96
9132 17692 92
9132 17711 58
9132 17898 54
9132 17925 27
9132 17952 100
9132 17981 37
9132 18069 58
9132 18230 64
9132 18311 17
9132 19104 87
9132 19289 96
9132 19778 69
9133 623 86
9133 858 54
9133 945 19
9133 1931 3
9133 2066 1
9133 2194 58
9133 2626 86
9133 2660 91
9133 3042 8
9133 3055 25
9133 3844 5
9133 4642 17
9133 4937 73
9133 4981 54
9133 5195 70
9133 5759 27
9133 6208 69
9133 6590 84
9133 6603 26
9133 6936 55
9133 7221 11
9133 7635 22
9133 7725 99
9133 8289 36
9133 8445 80
9133 8535 89
9133 9031 52
9133 10058 5
9133 10750 62
9133 11009 10
9133 11231 68
9133 11947 4
9133 12073 64
9133 12177 62
9133 12706 99
9133 12773 7
9133 13005 92
9133 13196 77
9133 13442 67
9133 14479 21
9133 14510 10
9133 14699 89
9133 15053 79
9133 15312 66
9133 15536 31
9133 16209 32
9133 17177 11
9133 17282 72
9133 17651 92
9133 17732 99
9133 17760 34
9133 17819 48
9133 19161 76
9133 19313 10
9133 19337 21
9134 572 62
9134 783 41
9134 1202 48
9134 1438 22
9134 1780 95
9134 1781 59
9134 2081 12
9134 2132 15
9134 2344 46
9134 2862 51
9134 3173 89
9134 3211 26
9134 3511 92
9134 3827 65
9134 4094 42
9134 4308 57
9134 5048 83
9134 5298 53
9134 5465 94
9134 5684 17
9134 5791 75
9134 7243 87
9134 7313 41
9134 7494 39
9134 7572 93
9134 7797 20
9134 8066 51
9134 8215 87
9134 8405 66
9134 8833 95
9134 8939 55
9134 9377 22
9134 9576 79
9134 10235 54
9134 10416 81
9134 10531 9
9134 10706 40
9134 10944 93
9134 11718 66
9134 12072 99
9134 12262 47
9134 12559 84
9134 12580 67
9134 12700 89
9134 13132 15
9134 15230 35
9134 15348 86
9134 15594 85
9134 16091 15
9134 16780 44
9134 17067 10
9134 17156 91
9134 17982 65
9134 18536 28
9134 18687 15
9134 19715 18
9134 19908 64
9135 219 75
9135 1320 10
9135 1527 82
9135 1624 97
9135 1645 68
9135 1761 60
9135 2240 7
9135 2334 17
9135 2389 49
9135 2436 69
9135 2836 82
9135 3344 49
9135 3872 11
9135 4291 22
9135 4319 21
9135 4457 97
9135 4858 94
9135 4974 56
9135 5059 56
9135 5320 93
9135 5338 39
9135 5731 13
9135 5872 92
9135 5957 34
9135 6375 84
9135 6470 54
9135 6615 30
9135 6869 13
9135 7443 44
9135 7633 52
9135 7675 89
9135 8278 46
9135 8558 35
9135 9464 79
9135 9574 58
9135 9785 83
9135 10954 3
9135 11741 19
9135 11815 57
9135 12164 33
9135 12680 39
9135 13083 3
9135 13087 25
9135 13169 38
9135 13414 10
9135 13730 30
9135 14539 40
9135 14946 92
9135 15241 32
9135 15577 3
9135 15681 0
9135 16177 51
9135 16255 59
9135 16410 58
9135 17058 34
9135 17920 26
9135 18059 45
9135 18866 83
9135 19173 27
9135 19394 4
9135 19628 33
9135 19730 29
9136 123 20
9136 168 38
9136 513 62
9136 814 88
9136 948 55
9136 1012 57
9136 1364 82
9136 1915 51
9136 2042 77
9136 2087 68
9136 2309 2
9136 2379 74
9136 2807 77
9136 3062 8
9136 3432 20
9136 3514 51
9136 3999 73
9136 4319 46
9136 5868 90
9136 6648 61
9136 7099 20
9136 7398 89
9136 7637 81
9136 7928 22
9136 8187 32
9136 8309 30
9136 8445 11
9136 8680 77
9136 9225 43
9136 9445 42
9136 9547 10
9136 9693 24
9136 9804 99
9136 10337 87
9136 10536 88
9136 10706 -1
9136 11207 3
9136 11339 96
9136 11508 58
9136 11682 27
9136 12050 19
9136 12453 98
9136 12455 35
9136 14094 55
9136 14523 44
9136 15273 100
9136 16007 92
9136 16447 81
9136 17945 82
9136 18070 94
9136 19023 59
9137 58 13
9137 161 96
9137 863 69
9137 2012 31
9137 2606 70
9137 3123 89
9137 3366 89
9137 3774 47
9137 3940 92
9137 4673 38
9137 5221 47
9137 5702 18
9137 5846 81
9137 6031 11
9137 6688 91
9137 6798 77
9137 7032 30
9137 7657 50
9137 8057 88
9137 8060 15
9137 8248 18
9137 8581 43
9137 9510 8
9137 9698 65
9137 10028 53
9137 10065 17
9137 10234 1
9137 10934 28
9137 11097 20
9137 11315 48
9137 11480 21
9137 11692 56
9137 12127 37
9137 12932 52
9137 13718 73
9137 13721 96
9137 14168 8
9137 14178 74
9137 14253 47
9137 14579 76
9137 14908 31
9137 15074 3
9137 15082 46
9137 15912 91
9137 16150 49
9137 16158 34
9137 17123 94
9137 17204 36
9137 17720 71
9137 17750 0
9137 17857 77
9137 19167 89
9137 19228 69
9137 19496 67
9137 19592 65
9137 19787 61
9137 19792 30
9138 54 84
9138 757 66
9138 2461 91
9138 2531 60
9138 3537 61
9138 4043 78
9138 4169 12
9138 4355 71
9138 4544 97
9138 4814 54
9138 4824 89
9138 4873 13
9138 5750 86
9138 6029 72
9138 6761 17
9138 6889 79
9138 6983 1
9138 7319 76
9138 7380 21
9138 8079 25
9138 8096 27
9138 8953 31
9138 9611 6
9138 9957 77
9138 10148 18
9138 10207 59
9138 10599 31
9138 10657 0
9138 11759 39
9138 12288 37
9138 13043 12
9138 13343 65
9138 14715 68
9138 14745 65
9138 14757 23
9138 15208 53
9138 16071 13
9138 16870 13
9138 17374 39
9138 17450 6
9138 17679 1
9138 18337 65
9138 18700 22
9138 18869 53
9138 19038 4
9138 19330 88
9138 19452 25
9138 19549 37
9138 19640 45
9139 617 65
9139 1220 25
9139 1392 14
9139 2221 29
9139 2355 42
9139 2480 33
9139 2664 19
9139 2696 11
9139 2762 44
9139 3078 97
9139 3140 22
9139 3696 85
9139 3896 13
9139 3954 16
9139 4100 75
9139 4431 27
9139 4967 75
9139 5190 40
9139 5233 34
9139 5495 9
9139 5656 10
9139 6776 85
9139 6900 29
9139 6906 11
9139 7185 65
9139 7606 68
9139 7633 90
9139 7668 11
9139 7701 62
9139 7719 12
9139 8680 25
9139 9300 92
9139 9465 81
9139 9674 34
9139 10319 92
9139 11574 47
9139 13319 28
9139 13779 15
9139 14258 21
9139 15249 9
9139 16399 11
9139 16530 61
9139 16574 4
9139 16752 49
9139 17003 18
9139 17255 35
9139 17516 71
9139 18365 100
9139 18387 84
9139 18433 86
9139 19182 73
9139 19532 33
9140 483 88
9140 695 53
9140 1011 73
9140 2766 22
9140 3425 58
9140 3495 32
9140 5134 38
9140 6728 15
9140 7970 43
9140 8639 62
9140 9087 94
9140 9698 23
9140 9931 16
9140 10158 41
9140 10289 89
9140 11037 8
9140 11231 56
9140 11598 43
9140 12106 14
9140 12213 59
9140 12741 28
9140 13509 52
9140 13668 18
9140 13775 53
9140 14590 50
9140 14817 82
9140 15444 83
9140 15956 100
9140 16137 38
9140 16262 39
9140 16264 13
9140 16890 76
9140 17619 68
9140 17632 8
9140 17820 53
9140 18401 66
9140 19232 25
9140 19701 38
9140 19830 61
9141 643 30
9141 872 19
9141 1115 6
9141 1204 18
9141 1690 65
9141 1972 73
9141 2078 49
9141 2162 29
9141 2406 99
9141 2726 37
9141 2910 76
9141 3976 55
9141 5226 96
9141 5895 15
9141 6600 85
9141 7371 4
9141 7628 22
9141 9095 90
9141 9144 15
9141 9444 84
9141 9622 78
9141 10656 67
9141 12204 73
9141 12400 47
9141 12467 3
9141 12761 68
9141 13722 93
9141 13772 51
9141 13818 17
9141 14385 50
9141 15272 84
9141 15276 39
9141 16285 69
9141 16666 21
9141 17415 74
9141 17831 67
9141 18032 37
9141 18090 18
9141 18101 6
9141 18103 85
9141 18628 39
9141 19262 14
9141 19500 34
9141 19929 38
9142 27 92
9142 485 58
9142 730 36
9142 1062 0
9142 4484 7
9142 4552 35
9142 5196 76
9142 5450 94
9142 5501 33
9142 6156 2
9142 6594 14
9142 7363 37
9142 7400 41
9142 7718 12
9142 7734 66
9142 8554 81
9142 9152 42
9142 9472 95
9142 9521 1
9142 10098 1
9142 10745 77
9142 10823 6
9142 10903 13
9142 11785 95
9142 11808 6
9142 11949 78
9142 12176 51
9142 12240 81
9142 12605 72
9142 13582 38
9142 13925 72
9142 15037 52
9142 15467 82
9142 16766 51
9142 17133 67
9142 17362 30
9142 17580 70
9142 17617 10
9142 17722 50
9142 18520 52
9142 18799 27
9142 18968 51
9142 19352 48
9142 19466 63
9142 19964 29
9143 211 74
9143 410 96
9143 1123 50
9143 1192 71
9143 1300 35
9143 1662 28
9143 1811 76
9143 2274 79
9143 2404 34
9143 2593 43
9143 2712 11
9143 2847 33
9143 3114 41
9143 3556 61
9143 3707 69
9143 3761 14
9143 4148 16
9143 4342 61
9143 4376 18
9143 4402 100
9143 4683 52
9143 4889 81
9143 5100 11
9143 5566 93
9143 5738 0
9143 6078 41
9143 6700 78
9143 6802 17
9143 7074 21
9143 7532 2
9143 8009 59
9143 8463 94
9143 8589 26
9143 8832 88
9143 9774 66
9143 10502 67
9143 12246 68
9143 12505 46
9143 12606 9
9143 13221 26
9143 13662 45
9143 13880 5
9143 14253 36
9143 14321 91
9143 14577 64
9143 14597 48
9143 14701 22
9143 14781 35
9143 14862 13
9143 15568 31
9143 15685 48
9143 15892 31
9143 16025 84
9143 16398 73
9143 16750 31
9143 17924 65
9143 17974 51
9143 18057 69
9143 18102 92
9143 18111 98
9143 18180 96
9143 18272 72
9143 18456 66
9143 18842 9
9143 19180 31
9143 19331 26
9143 19695 30
9144 8 14
9144 209 99
9144 809 90
9144 1091 30
9144 1711 73
9144 2944 12
9144 2976 3
9144 3023 0
9144 3457 54
9144 3601 66
9144 4185 11
9144 5201 20
9144 5389 66
9144 6530 25
9144 7428 42
9144 7471 91
9144 7679 14
9144 8878 86
9144 9019 34
9144 9132 45
9144 9652 43
9144 10016 83
9144 10951 67
9144 11320 42
9144 11862 66
9144 12770 93
9144 13968 77
9144 14336 77
9144 14878 23
9144 15774 40
9144 15970 60
9144 16122 45
9144 16330 21
9144 16641 69
9144 16780 42
9144 16811 82
9144 17177 69
9144 17256 46
9144 17474 90
9144 18339 1
9144 18383 97
9144 19279 4
9144 19608 19
9145 112 51
9145 410 8
9145 526 90
9145 676 15
9145 1452 41
9145 2646 16
9145 2899 72
9145 3117 15
9145 3745 53
9145 3853 64
9145 4006 44
9145 4882 67
9145 5216 81
9145 6113 49
9145 7291 32
9145 7445 11
9145 7629 42
9145 7934 7
9145 8703 5
9145 8910 71
9145 9797 15
9145 10386 30
9145 10417 44
9145 11108 59
9145 11871 99
9145 11895 8
9145 12316 4
9145 12321 83
9145 12350 92
9145 14471 19
9145 17435 33
9145 17616 61
9145 17669 69
9145 17680 1
9145 17704 59
9145 18107 71
9145 18438 70
9145 18811 32
9145 19301 50
9145 19574 99
9145 19771 55
9146 775 17
9146 2202 26
9146 2210 37
9146 2856 27
9146 3043 86
9146 3109 56
9146 3158 39
9146 3198 86
9146 3506 59
9146 3920 73
9146 4529 28
9146 4696 14
9146 4849 79
9146 4930 23
9146 5259 0
9146 5412 86
9146 5526 83
9146 5886 16
9146 5962 10
9146 6135 35
9146 6791 34
9146 7146 21
9146 7523 53
9146 8946 63
9146 11162 24
9146 11227 94
9146 11500 72
9146 11511 3
9146 11576 24
9146 12565 68
9146 12674 81
9146 13211 27
9146 13255 72
9146 13307 2
9146 13907 84
9146 14435 84
9146 14764 19
9146 16056 47
9146 16093 41
9146 16299 9
9146 16670 20
9146 17128 70
9146 17683 12
9146 18417 72
9146 18555 49
9146 19091 80
9146 19200 42
9146 19393 59
9146 19631 87
9147 705 51
9147 1549 31
9147 1851 81
9147 2259 61
9147 2470 66
9147 3453 40
9147 3883 67
9147 4371 86
9147 4436 18
9147 4958 70
9147 5164 46
9147 5740 62
9147 5834 42
9147 5886 71
9147 6012 98
9147 6443 21
9147 7317 72
9147 7822 13
9147 8142 23
9147 8688 87
9147 8971 79
9147 9079 33
9147 9375 33
9147 9420 3
9147 9976 47
9147 10523 75
9147 10835 48
9147 11010 73
9147 11123 49
9147 12124 97
9147 12435 6
9147 12489 27
9147 13004 0
9147 13106 85
9147 13325 47
9147 14220 22
9147 15866 57
9147 16406 37
9147 16417 12
9147 16882 76
9147 16965 62
9147 17356 6
9147 18490 67
9147 18620 33
9147 18863 90
9147 18892 19
9147 19764 14
9147 19956 10
9148 513 30
9148 731 47
9148 1241 96
9148 1313 95
9148 1817 54
9148 2390 32
9148 2531 13
9148 2630 61
9148 2952 24
9148 3200 35
9148 3302 69
9148 3630 69
